PLANT_ID,LIBRARY,LIB_GROWN,LIB_BIOCLIM,Genetic_subpop_50per,Genetic_subpop_95per,Texas_Q,Eastcoast_Q,Midwest_DA,Ecotype,Ecotype_PC1,UP_ecotype,TX_ecotype,CO_ecotype,LIB_CLIMATE,LIB_PHENO,LIB_ACC,LIB_NOTES,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE
J067.A,IIYB,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J070.A,IIYD,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J071.A,IIYE,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J073.A,IHXZ,Y,N,NA,NA,NA,NA,NA,Texas,-290.626765295218,0.00167452202314192,0.978501338730208,0.0198241392466498,N,Y,N,"**This assigns to TX, but is from SC - need to check about it. If Jason gave a '4', would keep for sure. ",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,South Carolina,Greenwood,34.22,-82.16,183,NA,"Sumter National Forest, SC",Panicum virgatum,NA,NA
J073.B,IGRR,Y,N,NA,NA,NA,NA,NA,Texas,-220.079517931674,0.00156502223531406,0.981848083607373,0.0165868941573126,N,Y,N,"**This assigns to TX, but is from SC - need to check about it. Might want to keep. If Jason's classification was '4', would have recommended keeping. ",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,South Carolina,Greenwood,34.22,-82.16,183,NA,"Sumter National Forest, SC",Panicum virgatum,NA,NA
J076.A,IIYF,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J077.A,IIYG,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J078.A,IIYH,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J079.A,IIYI,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J080.A,IIYJ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J081.A,IIYK,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J082.A,IIYL,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J086.A,IHYS,Y,N,NA,NA,NA,NA,NA,Coastal,-38.5915705738565,0.00458721344320276,0.00867820822045766,0.98673457833634,N,Y,N,"**This assigns to TX, but is from FL - need to check about it. Might want to keep",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Sumter,28.58,-82.17,21,NA,"Southwest Florida Water Management District, FL",Panicum virgatum,NA,NA
J086.B,IGNK,Y,N,NA,NA,NA,NA,NA,Coastal,45.1004872515065,0.0251471973896747,0.0198851004280657,0.95496770218226,N,Y,N,"**This assigns to TX, but is from FL - need to check about it. Might want to keep",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Sumter,28.58,-82.17,21,NA,"Southwest Florida Water Management District, FL",Panicum virgatum,NA,NA
J097.A,IIYM,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J098.A,IIYN,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J103.A,IIYP,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J104.A,IIYQ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J105.A,IIYR,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J107.A,IIYS,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J109.A,IIYT,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J110.A,IIYU,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J111.A,IIYW,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J112.A,IIYX,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J113.A,IIYY,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J115.A,IIYZ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J116.A,IIZA,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J117.A,IIZB,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J118.A,IIZC,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J119.A,IIZD,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J120.A,IIZE,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J122.A,IIZF,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J123.A,IIZG,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J124.A,IIZH,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J125.A,IIZI,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J126.A,IIZJ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J127.A,IIZK,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J129.A,IIZL,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J130.A,IIZM,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J131.A,IIZN,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J133.A,IIZP,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J134.A,IIZQ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J136.A,IIZS,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J137.A,IIZT,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J138.A,IIZU,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J139.A,IIZW,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J140.A,IIZX,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J141.A,IIZY,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J142.A,IIZZ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J143.A,IJAA,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J144.A,IJAB,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J145.A,IJAC,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J146.A,IJAD,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J147.A,IJAE,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J148.A,IJAF,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J149.A,IJAG,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J150.A,IJAH,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J151.A,IJAI,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J153.A,IJAJ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J154.A,IJAK,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J158.A,IJAL,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
J164.A,IELN,N,Y,Eastcoast,Admixed,0.067,0.933,0.002,NA,NA,NA,NA,NA,Y,Y,Y,Super low heterozygosity. ,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,St. Lucie,27.47555556,-80.29555556,1,NA,"Main road entrance in Ft. Pierce Inlet State Park, St. Lucie County. On side of road; low shoulder; looks like disturbed site.",Panicum virgatum,"Population 3 plants, frequent abundance, uniform distribution. Sandy soil, avg drainage, soil pH 7; partial/full sun, ",2008-09-18 00:00:00
J169.A,IGPP,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,109.271878511796,0.48582359001944,0.00856931637050208,0.505607093610058,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Kings,40.678178,-73.944158,18,NA,Kings County. Major Land Resource Area 149B.,Panicum virgatum,NA,2001-09-01 00:00:00
J170.A,AOSTU,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,204.749414435942,0.984206389646006,0.00152738602135719,0.0142662243326362,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Suffolk,40.984878,-72.615117,1,NA,"Access road to Smith Point Park Marina, Suffolk County. Major Land Resource Area 149B",Panicum virgatum,Maritime and interior woodland on sand. Soil Series and Texture: sand dredge material,2007-10-03 00:00:00
J171.A,IELP,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,160.353417770957,0.973805768631232,0.0016320123785125,0.0245622189902559,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Suffolk,40.984878,-72.615117,1,NA,"East of Smith Point Marina parking lot, Smith Point Marina south side, Suffolk County. Major Land Resource Area 149B.",Panicum virgatum,Soil Series and Texture: sand dredge material.,2007-10-03 00:00:00
J172.A,IELQ,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,249.367900425298,0.987706960828495,0.00113916488492767,0.0111538742865774,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Richmond,40.57583333,-74.15805556,18,NA,"Southwest LaTourette Road, Richmond County. Major Land Resource Area 144A.",Panicum virgatum,"A wet site, meadow, with some exposeed bedrock. Soil Series and Texture: clay loam",2006-09-20 00:00:00
J173.A,IEXW,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,85.1483906235986,0.955617252962806,0.00257277348781883,0.0418099735493757,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Richmond,40.62472222,-74.17888889,2,NA,"Gulf Avenue Southwest to Fasset Avenue, Richmond County. Major Land Resource Area 144A.",Panicum virgatum,"Very polluted, trashy area with marginal soil, roadside. Soil Series and Texture: clay loam, urban rubble",2006-09-22 00:00:00
J174.A,IEXX,N,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Rensselaer,42.673664,-73.559413,198,NA,"Mt. Loretto, main meadow, Rensselaer County. Major Land Resource Area 144A.",Panicum virgatum,Soil Series and Texture: clay loam,2006-09-27 00:00:00
J175.A,IEXY,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,101.215707024168,0.918071142585499,0.00290432620981856,0.079024531204682,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Richmond,40.60166667,-74.06916667,39,NA,"Elb Pond Park, Richmond County. Major Land Resource Area 144A.",Panicum virgatum,NA,2006-10-05 00:00:00
J177.A,IGRC,Y,Y,Texas,Admixed,0.6575,0.3425,0.004,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Duval,30.43694444,-81.41333333,3,NA,"Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (coll. number 9060538). 1.5 miles S on entrance road to Little Talbolt Island State Park on west side of road, Duval County",Panicum virgatum,"Sandy soil; full sun, 1% slope. Site: Far back dune area. Vegetation: wax myrtle, sea oats, bluestems, sand spurs, muhly, spartina, cactus.",2009-09-12 00:00:00
J179.L2,IEYA,N,Y,Texas,Admixed,0.6242500000000001,0.37575000000000003,0.003,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Putnam,29.52333333,-81.92888889,18,NA,"Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",Panicum virgatum,"Sandy soil; partial shade, 5% slope. Site: Alongside road in ditch area along wood line. Vegetation: wax myrtles, palmettos, sedges, bluestem.",2009-09-15 00:00:00
J179.L3,IEYB,N,Y,Texas,Admixed,0.7517499999999999,0.24825,0.008,NA,NA,NA,NA,NA,Y,Y,N,"other J179 has more appropriate geographic assignment. This one is admixed. Could exclude, but I suggest keeping",4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Putnam,29.52333333,-81.92888889,18,NA,"Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",Panicum virgatum,"Sandy soil; partial shade, 5% slope. Site: Alongside road in ditch area along wood line. Vegetation: wax myrtles, palmettos, sedges, bluestem.",2009-09-16 00:00:00
J180.A,IGRW,Y,Y,Eastcoast,Eastcoast,0.045,0.955,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,NA,"Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-13 00:00:00
J180.L1,IEYC,N,Y,Eastcoast,Admixed,0.05275,0.94725,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,NA,"Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-14 00:00:00
J180.L2,IEYD,N,Y,Eastcoast,Eastcoast,0.03925,0.9607499999999999,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Volusia,29.365,-81.08472222,0,NA,"Tomoka State Park, Volusia County",Panicum virgatum,"Sandy soil; full sun, % slope. Site: alongside road; intercoastal swamp area. Vegetation: wax myrtles, palmettos, cypress, dactylis, seashore paspalum, reeds, Stenotaphrum.",2009-09-15 00:00:00
